Name of Company,Name of Management,Relationship to Management,Types of Securities,Transaction Date,Amount,Average Price (baht),The methods of Acquisition/Disposition
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,400000,1.10,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/12/2019,3000000,1.02,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,18/12/2019,300000,1.12,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,18/12/2019,300000,1.12,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,19/12/2019,100000,1.04,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,19/12/2019,100000,1.04,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,24/12/2019,82400,1.01,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,24/12/2019,82400,1.01,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,24/12/2019,200000,1.03,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,24/12/2019,200000,1.03,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,25/12/2019,140800,0.97,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,25/12/2019,140800,0.97,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,25/12/2019,98000,0.95,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,25/12/2019,98000,0.95,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,07/01/2020,100000,1.01,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,08/01/2020,200000,1.01,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,13/03/2020,67200,0.89,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,25/05/2020,41500,88.43,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,25/05/2020,41500,0.88,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,02/06/2020,15000,0.89,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,09/06/2020,10000,0.90,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/08/2020,15000,0.89,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,17/08/2020,15000,0.89,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,14/09/2020,30000,0.90,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,14/09/2020,7000,0.88,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,15/09/2020,10000,0.90,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,01/03/2021,20000,2.34,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,02/03/2021,5000,2.22,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,10/06/2021,73300,3.00,Sale
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,28/09/2021,5000,2.82,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Warrant,15/11/2021,300000,0.60,Sale
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,22/11/2021,5000,2.70,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,24/11/2021,5000,2.66,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,25/11/2021,20000,2.66,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Warrant,25/11/2021,300000,0.51,Sale
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,25/11/2021,5000,2.62,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Warrant,29/11/2021,245700,0.52,Sale
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Warrant,29/11/2021,54300,0.51,Sale
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,29/11/2021,16300,2.56,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,29/11/2021,35000,2.58,Purchase
KUN,Mr. PAISAL SANGKAWANICH,Reporter,Common Share,30/11/2021,8700,2.64,Purchase
KUN,Mr. PATINYA DHEVA-AKSORN,Spouse / Cohabiting Couple (Miss SUTIDA MONGKOLSUTHREE),Common Share,04/02/2021,100000,1.43,Purchase
KUN,Mr. PATINYA DHEVA-AKSORN,Spouse / Cohabiting Couple (Miss SUTIDA MONGKOLSUTHREE),Common Share,04/02/2021,100000,1.44,Purchase
KUN,Mr. PATINYA DHEVA-AKSORN,Spouse / Cohabiting Couple (Miss SUTIDA MONGKOLSUTHREE),Common Share,05/02/2021,200000,1.50,Sale
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,17/12/2019,400000,1.00,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,17/12/2019,400000,1.00,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,19/12/2019,100000,1.04,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,19/12/2019,100000,1.04,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,19/12/2019,300000,1.05,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,19/12/2019,300000,1.05,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,20/12/2019,121300,1.03,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,20/12/2019,121300,1.03,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,20/12/2019,348400,1.04,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,20/12/2019,348400,1.04,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,23/12/2019,200000,1.02,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,23/12/2019,200000,1.02,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,24/12/2019,200000,1.02,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,24/12/2019,200000,1.02,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,24/12/2019,70300,1.01,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,24/12/2019,70300,1.01,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,24/12/2019,200000,1.03,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,24/12/2019,200000,1.03,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,26/12/2019,200000,0.91,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,27/12/2019,100000,1.01,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,27/12/2019,100000,1.01,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,16/01/2020,500000,0.99,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,16/01/2020,500000,0.99,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,21/01/2020,160000,0.98,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,21/01/2020,160000,0.98,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,21/01/2020,50000,0.99,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,21/01/2020,50000,0.99,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,21/01/2020,30000,1.00,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,21/01/2020,30000,1.00,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,28/02/2020,120000,0.93,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,02/03/2020,50000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,02/03/2020,170000,0.91,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,17/03/2020,4300,0.87,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,17/03/2020,19000,0.88,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,17/03/2020,25000,0.89,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,17/03/2020,20000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,18/03/2020,100000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,27/03/2020,100000,0.88,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,14/05/2020,32000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,14/05/2020,30000,0.91,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,14/05/2020,22000,0.92,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,14/05/2020,32000,0.93,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,14/05/2020,42000,0.94,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,14/05/2020,100000,0.95,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,25/05/2020,50000,0.88,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,25/05/2020,24000,0.87,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,25/05/2020,24000,0.87,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,25/05/2020,50000,0.88,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,08/06/2020,10000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,08/06/2020,10000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,08/06/2020,100000,0.92,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,08/06/2020,100000,0.92,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,16/07/2020,340000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,16/07/2020,340000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,16/07/2020,100000,0.92,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,16/07/2020,100000,0.92,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,16/07/2020,10000,0.91,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,16/07/2020,10000,0.91,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,24/08/2020,100000,0.91,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,24/08/2020,100000,0.91,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,24/08/2020,11000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,24/08/2020,11000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,27/08/2020,100000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,27/08/2020,120000,0.89,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,01/09/2020,100000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,15/09/2020,100000,0.89,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,28/09/2020,100000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,28/09/2020,100000,0.91,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,07/10/2020,150500,0.91,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,15/12/2020,150000,0.91,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,15/12/2020,20000,0.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,01/03/2021,200000,2.26,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,01/03/2021,100000,2.36,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,31/03/2021,400000,2.26,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,17/05/2021,317400,2.97,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,21/05/2021,30000,2.90,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,28/05/2021,138000,2.94,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,20/08/2021,100000,3.14,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,30/08/2021,200000,2.94,Purchase
KUN,Mrs. PRAWEERAT DHEVA-AKSORN,Reporter,Common Share,19/11/2021,90500,2.76,Purchase
VCOM,Mr. KIENGKRAI BOONLERT U-THAAI,Reporter,Common Share,12/09/2020,33500,5.40,Sale
VCOM,Mr. KIENGKRAI BOONLERT U-THAAI,Reporter,Common Share,23/09/2020,66500,5.40,Sale
VCOM,Mr. NARONG INTANATE,Company held by reporter and related entities (à¸à¸£à¸´à¸©à¸±à¸ à¸§à¸µà¹à¸à¹à¸ à¹à¸à¸à¸à¸´à¸à¸­à¸¥ à¸à¸³à¸à¸±à¸),Common Share,18/12/2019,5500000,2.88,Sale
VCOM,Mr. NARONG INTANATE,Company held by reporter and related entities (à¸à¸£à¸´à¸©à¸±à¸ à¸§à¸µà¹à¸à¹à¸ à¹à¸à¸à¸à¸´à¸à¸­à¸¥ à¸à¸³à¸à¸±à¸),Common Share,20/12/2019,5500000,2.88,Sale
VCOM,Mr. NARONG INTANATE,Company held by reporter and related entities (à¸à¸£à¸´à¸©à¸±à¸ à¸§à¸µà¹à¸à¹à¸ à¹à¸à¸à¸à¸´à¸à¸­à¸¥ à¸à¸³à¸à¸±à¸),Common Share,23/12/2019,5500000,2.88,Sale
VCOM,Mr. NARONG INTANATE,Company held by reporter and related entities (à¸à¸£à¸´à¸©à¸±à¸ à¸§à¸µà¹à¸à¹à¸ à¹à¸à¸à¸à¸´à¸à¸­à¸¥ à¸à¸³à¸à¸±à¸),Common Share,30/11/2020,200,4.96,Purchase
VCOM,Mr. NARONG INTANATE,Company held by reporter and related entities (à¸à¸£à¸´à¸©à¸±à¸ à¸§à¸µà¹à¸à¹à¸ à¹à¸à¸à¸à¸´à¸à¸­à¸¥ à¸à¸³à¸à¸±à¸),Common Share,21/12/2020,8500000,4.40,Sale
VCOM,Mr. PISIT SUPATARADIT,Reporter,Common Share,08/06/2020,20000,3.81,Sale
VCOM,Mr. PUNN KASEMSUP,Reporter,Common Share,09/03/2021,100000,4.94,Sale
VCOM,Mr. SANPAT SOPON,Reporter,Common Share,21/08/2020,200000,4.28,Sale
VCOM,Mr. TANUSIT SKUNNAWAT,Reporter,Common Share,21/08/2020,50000,4.20,Sale
VCOM,Mr. TANUSIT SKUNNAWAT,Reporter,Common Share,21/08/2020,50000,4.40,Sale
VCOM,Mrs. SONGSRI SRIRUNGROUNGJIT,Reporter,Common Share,27/09/2018,300000,3.40,Purchase
VCOM,PISIT SUPATARADIT,Reporter,Common share,04/01/2018,30000,3.48,Sell
VCOM,SONGSRI SRIRUNGROUNGJIT,Reporter,Common share,03/01/2018,100000,3.24,Buy
VCOM,SONGSRI SRIRUNGROUNGJIT,Reporter,Common share,04/01/2018,300000,3.44,Sell
VCOM,SONGSRI SRIRUNGROUNGJIT,Reporter,Common share,12/06/2018,150000,3.44,Buy
VCOM,SONGSRI SRIRUNGROUNGJIT,Reporter,Common share,15/06/2018,150000,3.46,Buy
VCOM,SONGSRI SRIRUNGROUNGJIT,Reporter,Common share,25/06/2018,100000,3.80,Sell
VCOM,SONGSRI SRIRUNGROUNGJIT,Reporter,Common share,25/06/2018,33400,3.72,Sell
VCOM,SONGSRI SRIRUNGROUNGJIT,Reporter,Common share,25/06/2018,16600,3.80,Sell
VCOM,SONGSRI SRIRUNGROUNGJIT,Reporter,Common share,26/06/2018,100000,3.68,Sell
VCOM,SONGSRI SRIRUNGROUNGJIT,Reporter,Common share,26/06/2018,50000,3.70,Sell
VCOM,SONGSRI SRIRUNGROUNGJIT,Reporter,Common share,29/06/2018,200000,2.94,Buy
WPH,Miss PICHAPA BOONSONTISUK,Reporter,Common Share,15/05/2020,100000,1.53,Purchase
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,18/01/2019,46900,2.31,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,25/02/2019,40000,2.62,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,28/02/2019,40000,2.66,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,13/03/2019,22000,2.54,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,14/03/2019,30000,2.54,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,15/03/2019,20000,2.52,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,18/03/2019,20000,2.52,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,21/03/2019,20000,2.52,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,22/03/2019,10000,2.52,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,26/03/2019,1500,2.54,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,27/03/2019,25000,2.54,Sale
WPH,Mr. BOONSONG TUNTIVINYUPONG,Reporter,Common Share,28/03/2019,40000,2.52,Sale
WPH,Mr. CHANE LAOSONTHORN,Reporter,Common Share,29/11/2021,100000,2.84,Sale
WPH,Mr. VIT LEELAWAT,Reporter,Common Share,09/06/2020,106600,1.76,Sale
WPH,Mr. VIT LEELAWAT,Reporter,Common Share,08/09/2020,344000,1.56,Sale
WPH,Mr. VIT LEELAWAT,Reporter,Common Share,09/09/2020,92600,1.55,Sale
WPH,Mr. VIT LEELAWAT,Reporter,Common Share,10/09/2020,60100,1.54,Sale
WPH,Mr. VIT LEELAWAT,Reporter,Common Share,22/10/2020,282300,1.50,Sale
WPH,Mr. VIT LEELAWAT,Reporter,Common Share,24/12/2020,2000000,1.63,Sale
WPH,Mrs. JARIYA LEELAWAT,Spouse / Cohabiting Couple (Wat Leelawat),Common Share,02/04/2021,100000,2.50,Purchase
WPH,Mrs. JARIYA LEELAWAT,Spouse / Cohabiting Couple (Wat Leelawat),Common Share,26/11/2021,100000,2.54,Sale
WPH,BOONSONG TUNTIVINYUPONG,Reporter,Common share,02/05/2018,10000,2.78,Buy
WPH,BOONSONG TUNTIVINYUPONG,Reporter,Common share,12/06/2018,100000,3.04,Sell
WPH,BOONSONG TUNTIVINYUPONG,Reporter,Common share,13/06/2018,31900,3.08,Sell
WPH,BOONSONG TUNTIVINYUPONG,Reporter,Common share,14/06/2018,40000,3.02,Sell
WPH,BOONSONG TUNTIVINYUPONG,Reporter,Common share,15/06/2018,40000,3.12,Sell
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,03/12/2020,74400,0.33,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,08/03/2021,400000,0.30,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,09/03/2021,200000,0.32,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,11/03/2021,400000,0.34,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,30/03/2021,200000,0.38,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,22/04/2021,400000,0.36,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,26/04/2021,400000,0.36,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,27/04/2021,2000000,0.43,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,05/05/2021,1400000,0.55,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,06/05/2021,2000000,0.62,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,10/05/2021,400000,0.56,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,11/05/2021,715600,0.58,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,12/05/2021,684400,0.62,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,24/05/2021,200000,0.57,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,25/05/2021,1400000,0.61,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,27/05/2021,200000,0.65,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,01/06/2021,16000,0.62,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,09/06/2021,1800000,0.66,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,15/06/2021,200000,0.61,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,17/06/2021,279600,0.62,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,21/07/2021,240400,0.53,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,22/07/2021,359600,0.55,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,23/07/2021,83800,0.56,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Common Share,03/09/2021,1030700,0.84,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Common Share,06/09/2021,298900,0.84,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,06/09/2021,220000,0.48,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Common Share,07/09/2021,2701100,0.92,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,07/09/2021,800100,0.52,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,08/09/2021,25400,0.54,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Common Share,09/09/2021,400000,1.00,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,09/09/2021,374500,0.55,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,20/09/2021,200,0.51,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,21/09/2021,399800,0.52,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,27/09/2021,800000,0.54,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,28/09/2021,1200000,0.59,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,29/09/2021,200000,0.56,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,04/10/2021,400000,0.54,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,06/10/2021,600000,0.56,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,07/10/2021,1600000,0.62,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,08/10/2021,400000,0.66,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,11/10/2021,800000,0.66,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,15/10/2021,200000,0.57,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,18/10/2021,200000,0.57,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,20/10/2021,400000,0.58,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,26/10/2021,1400000,0.60,Sale
WAVE,Miss CATHLEEN MALEENONT,Reporter,Warrant,27/10/2021,400000,0.64,Sale
WGE,Mr. VAYU THONGPOON,Reporter,Common Share,02/06/2021,500000,2.18,Sale
WGE,Mr. WIKROM JARUPHONGSA,Reporter,Common Share,16/11/2020,100000,1.68,Purchase
WHABT,Miss PIYAWAN LAOKOSAKUL,Reporter,Units,18/06/2019,300,9.85,Purchase
WHABT,Miss PIYAWAN LAOKOSAKUL,Reporter,Units,25/06/2019,300,9.85,Purchase
WHABT,Miss PIYAWAN LAOKOSAKUL,Reporter,Units,19/02/2021,200,8.60,Purchase
WHABT,Miss PIYAWAN LAOKOSAKUL,Reporter,Units,18/03/2021,500,8.55,Purchase
WHABT,Mr. ANUWAT JARUKORNSAKUL,Reporter,Units,13/12/2019,10000,9.80,Purchase
WHABT,Mr. ANUWAT JARUKORNSAKUL,Reporter,Units,25/12/2019,20000,9.69,Purchase
WHABT,Mr. RACHATA TRACHUWANICH,Reporter,Units,11/06/2019,20000,9.85,Purchase
WHABT,Mr. RACHATA TRACHUWANICH,Reporter,Units,13/08/2019,10000,9.80,Purchase
WHABT,Mr. RACHATA TRACHUWANICH,Reporter,Units,16/08/2019,5000,9.75,Purchase
WHABT,Mr. RACHATA TRACHUWANICH,Reporter,Units,19/08/2019,5000,9.70,Purchase
WHABT,Mr. RACHATA TRACHUWANICH,Reporter,Units,27/08/2019,5000,9.65,Purchase
WHABT,Mr. RACHATA TRACHUWANICH,Reporter,Units,31/10/2019,5000,9.80,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,13/06/2019,20000,9.85,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,02/08/2019,1900,9.80,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,08/08/2019,28100,9.80,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,15/08/2019,20000,9.70,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,22/08/2019,10000,9.65,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,30/08/2019,11800,9.60,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,19/11/2019,8200,9.80,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,21/11/2019,20000,9.75,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,18/02/2020,38000,9.64,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,20/02/2020,400,9.65,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,21/02/2020,5700,9.60,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,24/02/2020,35900,9.60,Purchase
WHABT,Mr. THANAPATR ANANTAPRAYOON,Reporter,Units,27/02/2020,50000,9.50,Purchase
